2016-03-04 00:36:44,364 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457023004, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=3D0F4F1333A385732F67F6F91D31EC4B25529, clientver=android, openid=594031754, payamt_coins=0, billno=-QKTDJ-20160304-0036326125, sig=nawzuN/IR0DvZmf8jWmlmARfe+Y=}
2016-03-03 19:14:25,587 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003665, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=B70A73A70B27C8D62AE286E0FA4B1E2E10686, clientver=android, openid=1837667463, payamt_coins=0, billno=-QKTDJ-20160303-1914208704, sig=ktKu6u9va8NadibQ8aDZxrPmbho=}
2016-03-03 19:15:49,402 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003749, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=BBA188AE5734C62D21E88959E7CCB3BA13743, clientver=android, openid=441764668, payamt_coins=0, billno=-QKTDJ-20160303-1915378120, sig=oyFnqbrAWkhbzqgJJAHVdJI4g78=}
2016-03-03 19:16:55,698 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003815, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=85C811F0EC8EE9456CCD94ECB00A2D2B15568, clientver=android, openid=284540282, payamt_coins=0, billno=-QKTDJ-20160303-1916465816, sig=2EkQvfdAlbjx++eSFSgF7aZD2JA=}
2016-03-03 19:18:21,068 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003901, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=CBA282E010BF8D5EF6D8E2588A7F7D4209320, clientver=android, openid=191855035, payamt_coins=0, billno=-QKTDJ-20160303-1918114407, sig=vPoUQrD5H9/XuRGHMZJ1DOIwtNA=}
2016-03-03 19:18:33,167 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003913, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=88E4B4E4D80E5922C6B6621C5DE659E809321, clientver=android, openid=2450306616, payamt_coins=0, billno=-QKTDJ-20160303-1918190422, sig=hTe0QOahMjExQ4avub4oz74h//0=}
2016-03-03 19:19:03,660 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003943, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=4E25F28533948F31AC6DA7734BB80D7B15514, clientver=android, openid=425458202, payamt_coins=0, billno=-QKTDJ-20160303-1917382669, sig=RrHzV4arXi9k14ykq+JdeWBFAJI=}
2016-03-03 19:19:41,785 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003981, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=BFBFC90C245E63B045B75E63FA1F615C01529, clientver=android, openid=157533023, payamt_coins=0, billno=-QKTDJ-20160303-1919340341, sig=C7Lx1/GSN4nl+FJJv+AIs08W4H4=}
2016-03-03 19:22:56,553 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457004176, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=E403711A7FBD058E4FB21EA47ECD4CBD01529, clientver=android, openid=1430518560, payamt_coins=0, billno=-QKTDJ-20160303-1920217407, sig=vx+QLpPpuhHNTFz/xggOQM4uUbo=}
2016-03-03 19:26:59,823 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457004420, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=6C99E476FA58F3BAF588A69A70B1700413742, clientver=android, openid=773622216, payamt_coins=0, billno=-QKTDJ-20160303-1926428243, sig=zg1I2qVtAEvtVaS+m6CCa2tTGCE=}
2016-03-03 19:27:54,244 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457004474, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=2BAA63866DCB27A29541B584A39C207C15516, clientver=android, openid=153263402, payamt_coins=0, billno=-QKTDJ-20160303-1927440680, sig=tQjBjfJ03Yb2m6r5NYdp1INxUPk=}
2016-03-03 19:28:05,775 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457004485, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=156FE8D85F7F5555D1A9C7B71434AA5203362, clientver=android, openid=1963961447, payamt_coins=0, billno=-QKTDJ-20160303-1928002957, sig=5sI9Zl9twpG0OncbKURJfyNGiQI=}
2016-03-03 19:33:07,031 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457004787, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=6BF0D2187A83237B7CD4D1017CFEC89E09320, clientver=android, openid=68158411, payamt_coins=0, billno=-QKTDJ-20160303-1932142847, sig=jdvRNKwSV/7RuKz5SN5s1ui/xbQ=}
2016-03-03 19:34:20,044 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457004860, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=C8D031556AF82BD29F319D964F53D35528608, clientver=android, openid=823116543, payamt_coins=0, billno=-QKTDJ-20160303-1934139069, sig=a77T+mloA3PZsDzHeEya1xIgebA=}
2016-03-03 19:35:24,481 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457004924, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=B2B9872BADE91DDE2F338972E684FA7C01530, clientver=android, openid=904834503, payamt_coins=0, billno=-QKTDJ-20160303-1935123938, sig=X0mEKLj6VfWdTr1yto1aNl4C6EI=}
2016-03-03 19:37:30,414 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005050, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=9EE673C5117F57F4A4789289159C1C9123535, clientver=android, openid=1770285559, payamt_coins=0, billno=-QKTDJ-20160303-1937192455, sig=JA3JUvrrjdJwMMtQdizSFZ4+EQw=}
2016-03-03 19:38:10,396 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005090, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=651D3521224D9B511CF49EEC323BF95122862, clientver=android, openid=530820936, payamt_coins=0, billno=-QKTDJ-20160303-1937577594, sig=RfghlXGo2XF/eaEkd3j2z1t6i3Q=}
2016-03-03 19:38:19,651 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005099, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=926CCBD0D49D3893BB0BDC8D41705BE809903, clientver=android, openid=1135308054, payamt_coins=0, billno=-QKTDJ-20160303-1937569037, sig=ONp/UtO+6O0cLtgV97qx4bFfTp8=}
2016-03-03 19:38:28,115 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005108, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=2F98007EF13DB7BD6B8255AB62F8DF4F01530, clientver=android, openid=372307736, payamt_coins=0, billno=-QKTDJ-20160303-1938193245, sig=yD8o66i5vBr14C7X1WL8x6OKON4=}
2016-03-03 19:38:52,742 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005132, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=A24CFDABADD59A808FB30010A65BFFEB24289, clientver=android, openid=1152453337, payamt_coins=0, billno=-QKTDJ-20160303-1938448045, sig=XNRnra3ikRi+vaOvHf48x0XHSFs=}
2016-03-03 19:41:22,846 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005283, payitem=memberT1T0T0T*200.0*1, zoneid=0, appid=1450000627, version=v3, amt=2000, providetype=0, token=2EB1BAF237F694F65BBBD3ACCEBBBA3303203, openid=543506406, payamt_coins=0, billno=-QKTDJ-20160303-1940446258, sig=y33YSW5bVekUcbEcp6pyv51BS84=}
2016-03-03 19:42:55,012 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005374, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=0D2FF4F297C4F17753361ED59953471223535, clientver=android, openid=1664428206, payamt_coins=0, billno=-QKTDJ-20160303-1942444917, sig=/jjYEfmqwlcea5AglQYG3S2HH9M=}
2016-03-03 19:44:29,588 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005469, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=A0CDE3E1ECBE2CFE4B0E5BCDE2A7523015187, clientver=android, openid=516643319, payamt_coins=0, billno=-QKTDJ-20160303-1944246660, sig=JmdDpvVshLqQa3/XjH3jDGPyvNc=}
2016-03-03 19:45:11,629 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005511, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=2A740C88708756D7DF5F5EF632F0A31503362, clientver=android, openid=516643319, payamt_coins=0, billno=-QKTDJ-20160303-1945052700, sig=w/8kBtmo1YNSFneuR/1dLkO0dl0=}
2016-03-03 19:45:39,128 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005539, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=C9B16A677D2EF3DEF00ACBD90081F8BF15568, clientver=android, openid=897293839, payamt_coins=0, billno=-QKTDJ-20160303-1945205691, sig=5ldGnsIy1GezdGeg4v5OCM3u5YA=}
2016-03-03 19:47:17,041 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457005636, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=537AA9C5E1DC880447690C5C03FBA2DA15569, clientver=android, openid=937109917, payamt_coins=0, billno=-QKTDJ-20160303-1947095863, sig=xAr2wj+Z/ErWFcF2ShaFD2aPZQE=}
2016-03-03 19:53:46,403 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457006026, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=B403818141E4472DC6868B9B88DC194415568, clientver=android, openid=1404347308, payamt_coins=0, billno=-QKTDJ-20160303-1953396514, sig=orgH/c5OtNPe7uybn7eSbRM7OQY=}
2016-03-03 19:56:50,119 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457006210, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=7B51A1E0258CDE37AA6FF8194EC7076D15512, clientver=android, openid=1025277742, payamt_coins=0, billno=-QKTDJ-20160303-1956383013, sig=YwCRoEk5xErmmJ/3QhLzHVi5E6c=}
2016-03-03 19:59:32,250 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457006372, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=426896C0033642099596C60EAAABD66009320, clientver=android, openid=2849795194, payamt_coins=0, billno=-QKTDJ-20160303-1959174340, sig=UAlBwjwPYXboZJ2lPTKqo1VqB/Y=}
2016-03-03 20:05:52,875 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457006752, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=0AF2778B4EC17A80ECFBEE3F28B4C04228608, clientver=android, openid=302500223, payamt_coins=0, billno=-QKTDJ-20160303-2005440855, sig=bFiliBZ3tFoNZps4TLqdcNJKTFw=}
2016-03-03 20:12:37,906 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007157, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=1F08FFB758801EAFAFAEDDE5310E87DD20777, clientver=android, openid=1546864057, payamt_coins=0, billno=-QKTDJ-20160303-2012063852, sig=4xNfpr0o2U27qVXGpJr7H7YKj3M=}
2016-03-03 20:14:33,166 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007273, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=B932DB7D687816926191D641DF91907D01529, clientver=android, openid=1611708794, payamt_coins=0, billno=-QKTDJ-20160303-2014243654, sig=UnePizCwipb7jWxLvp9ejd8RYS0=}
2016-03-03 20:16:10,390 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007370, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=E01328AB8FF036DD2FBEB68C4B532EB316962, clientver=android, openid=1281650402, payamt_coins=0, billno=-QKTDJ-20160303-2016009562, sig=5DxEXBuWOcI+Mis1DPW+T1UbH8s=}
2016-03-03 20:17:17,897 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007438, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=526F2A1A484344439624741ADEAB9FA923536, clientver=android, openid=2367038537, payamt_coins=0, billno=-QKTDJ-20160303-2016579250, sig=IRZWz5Gny4SkfQJ1of95h9ef4HI=}
2016-03-03 20:18:34,038 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007514, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=F306A5E124C7AF3146474ADFCB699B2901529, clientver=android, openid=1132904072, payamt_coins=0, billno=-QKTDJ-20160303-2018237070, sig=rGUo1vp2jLRqXh7tSHEbxhSOrCU=}
2016-03-03 20:20:43,506 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007643, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=A284C60F2E75D36F16B329B87129111C13128, clientver=android, openid=144115197212589421, payamt_coins=0, billno=-QKTDJ-20160303-2020350145, sig=m1OWL4vMQjgz1rJgUqqWXaDcYxU=}
2016-03-03 20:22:45,516 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007765, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=68E7527A242B0D99E03F633A9DAAF99313128, clientver=android, openid=1335762607, payamt_coins=0, billno=-QKTDJ-20160303-2021438238, sig=qZ33rVaRQpYI3fuLFeoCF8d+L50=}
2016-03-03 20:24:42,957 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007883, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=733C31602C55ECB83D1C05AD92D2AA9013742, clientver=android, openid=144115198240145346, payamt_coins=0, billno=-QKTDJ-20160303-2024363941, sig=k9C5jmFEi8FWAi/wEPhawyD4bbE=}
2016-03-03 20:30:49,138 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008249, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=51D89B4D1B68723E8CD0A78433B48CAF01529, clientver=android, openid=895880216, payamt_coins=0, billno=-QKTDJ-20160303-2030391229, sig=Hfnpq5J/bkvOC/ftlc6ikfh1VU4=}
2016-03-03 20:30:49,237 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008249, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=9E286CDE154EAA790452D52D54D215E615187, clientver=android, openid=1967311562, payamt_coins=0, billno=-QKTDJ-20160303-2030466139, sig=jiugTgOdj5mHtZ21Og8YYkmtv64=}
2016-03-03 20:33:33,514 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008414, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=94A1F0852EC996A8AEF25819CD55D10615187, clientver=android, openid=144115197235093359, payamt_coins=0, billno=-QKTDJ-20160303-2033254377, sig=vNSwNThaTtSdJOR7CticQuHSRHA=}
2016-03-03 20:35:41,322 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008541, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=AFC307669D98883FBE35E4B32B262C8316963, clientver=android, openid=144115198268213137, payamt_coins=0, billno=-QKTDJ-20160303-2035292492, sig=nbFxApBOfk8JFJa8s/kVxNTFcOc=}
2016-03-03 20:36:15,082 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008575, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=364CF2FB517399500046BD7FF92AFD4821931, clientver=android, openid=2618043, payamt_coins=0, billno=-QKTDJ-20160303-2036074665, sig=vLfjJ8aK3jaimngUM9i+JLZ+qbs=}
2016-03-03 20:48:07,742 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457009287, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=6A54BE10CA20B8AF93F8ADDD248F4AE903482, clientver=android, openid=843626712, payamt_coins=0, billno=-QKTDJ-20160303-2047534627, sig=D8WHYsNdg6AdAjHtqTN+kANyCVk=}
2016-03-03 20:51:56,083 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457009516, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=0C101422CF519A02ECFC2E9722162EB115568, clientver=android, openid=2656339208, payamt_coins=0, billno=-QKTDJ-20160303-2051397011, sig=hxTHQ1jDsN7cderNdkfyGTOO3Ew=}
2016-03-03 20:54:25,798 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457009665, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=9559C8FBF5B513156304D3E272E1A7A316963, clientver=android, openid=1479157729, payamt_coins=0, billno=-QKTDJ-20160303-2053099259, sig=CwOUUm4db8a83ZPB8FVPOZV76nQ=}
2016-03-03 20:55:06,317 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457009707, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=0F60CD7925EB8D96D53451E6373964D523037, clientver=android, openid=719383949, payamt_coins=0, billno=-QKTDJ-20160303-2055010477, sig=GuMflimpK7mmNvQldF64KkZccr8=}
2016-03-03 20:55:38,372 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457009738, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=1AFBDF0132BFAD5DA18AED53E8B7E7BF16962, clientver=android, openid=1074030466, payamt_coins=0, billno=-QKTDJ-20160303-2055306499, sig=UhYMw8a1dX8IeZCpbczIdq/YQUk=}
2016-03-03 20:59:58,885 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457009998, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=14B758A22DBB0E9E1433646BB41CCB6915569, clientver=android, openid=144115197256957483, payamt_coins=0, billno=-QKTDJ-20160303-2059408822, sig=HVKFdZn0sdZ2MBcg0vrL8k6/BfI=}
2016-03-03 21:05:52,155 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457010352, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=BA1872DA3F87F5CAF415E7950B15F25823037, clientver=android, openid=144115197301428200, payamt_coins=0, billno=-QKTDJ-20160303-2104397130, sig=y+D35uiLCvWkY09+6KOjjw3Xra0=}
2016-03-03 21:13:51,036 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457010831, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=D53363861E449A14B0ED78E79A43147101192, clientver=android, openid=144115197080150600, payamt_coins=0, billno=-QKTDJ-20160303-2113389463, sig=vnvnNuGSSbqHLiWR8WaooR6bFLA=}
2016-03-03 21:17:53,848 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457011073, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=AECECE924C48CEF5234659649A930A7D15569, clientver=android, openid=1057503629, payamt_coins=0, billno=-QKTDJ-20160303-2117318575, sig=JWFpSntzlqCVuz5JaNPF2uzZ86M=}
2016-03-03 21:20:34,328 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457011234, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=B9443DD928FC43FBD722DF79B4B68DA415188, clientver=android, openid=95400261, payamt_coins=0, billno=-QKTDJ-20160303-2119569021, sig=jFFIAXqw9AMZhPrbtjglZfM/l6U=}
2016-03-03 21:34:16,592 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457012056, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=47DEC825A376A486C104B140C0AE515316963, clientver=android, openid=1182396065, payamt_coins=0, billno=-QKTDJ-20160303-2134122337, sig=Ei41agZ/RTfRyoy+m4T8yyKmnvU=}
2016-03-03 21:36:40,520 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457012200, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=48EA3C7111BCC73A9E29ADD419C2C26F23535, clientver=android, openid=1348485399, payamt_coins=0, billno=-QKTDJ-20160303-2136207116, sig=uBFJECVYuk4WUqtk5GE0TmcDQII=}
2016-03-03 21:37:16,724 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457012236, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=94A580EA6C9EF24E802E4390C084846923536, clientver=android, openid=460899171, payamt_coins=0, billno=-QKTDJ-20160303-2137052195, sig=7GBqnF8WJpKCoz6oDMR/vCH/w5M=}
2016-03-03 21:38:24,976 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457012304, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=BDDF3931718884A62A0DF4DAB4EFBB3F15188, clientver=android, openid=2467392597, payamt_coins=0, billno=-QKTDJ-20160303-2137350750, sig=hVLFlS4Bb/SnQpspxrGZIEyc7UM=}
2016-03-03 21:42:08,750 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457012528, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=C219BED01352EE741F1F9EF4C4A06DE309321, clientver=android, openid=569327816, payamt_coins=0, billno=-QKTDJ-20160303-2141591414, sig=FoJdEF3M7TSQc9Cua4MPz4XhSY4=}
2016-03-03 21:42:59,757 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457012579, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=FC49B8CBC0082256DF5BE0A2908CEF7B09321, clientver=android, openid=521150345, payamt_coins=0, billno=-QKTDJ-20160303-2142532515, sig=e03oOniQOsSem1RK2q4f+Ax4Xu0=}
2016-03-03 21:55:44,076 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457013344, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=7620FAFCECD6D0899243E2D5230F887312536, clientver=android, openid=929546724, payamt_coins=0, billno=-QKTDJ-20160303-2155310438, sig=q0I4/ajD8ZDCdLXb6O1r/aIleb0=}
2016-03-03 21:57:16,330 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457013436, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=AA0E712C34F262A2DA2966A53AC8D8D616962, clientver=android, openid=812119198, payamt_coins=0, billno=-QKTDJ-20160303-2157025510, sig=WTey+qFosqX0n+EoHtsBtWBmPCs=}
